Keyword;URL;Fecha;Pais;Categoria;Subcategoria;Personaje;Marca;Semana;Keyword3;Grupo/Empresa/owner derechos;Franquicia;Sub-Franquicia;Contenido;Personaje2
pinico menino;https://lista.mercadolivre.com.br/pinico-menino#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pinico menino;;;;;
banheira de bebe;https://lista.mercadolivre.com.br/banheira-de-bebe#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;banheira de bebe;;;;;
piniquinho infantil;https://lista.mercadolivre.com.br/piniquinho-infantil#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;piniquinho infantil;;;;;
penico infantil;https://lista.mercadolivre.com.br/penico-infantil#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;penico infantil;;;;;
ofuro bebe;https://lista.mercadolivre.com.br/ofuro-bebe#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;ofuro bebe;;;;;
troninho infantil;https://lista.mercadolivre.com.br/troninho-infantil#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;troninho infantil;;;;;
pinico menina;https://lista.mercadolivre.com.br/pinico-menina#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pinico menina;;;;;
penico troninho;https://lista.mercadolivre.com.br/penico-troninho#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;penico troninho;;;;;
pinico;https://lista.mercadolivre.com.br/pinico#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pinico;;;;;
assento redutor;https://lista.mercadolivre.com.br/assento-redutor#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;assento redutor;;;;;
banheira com suporte bebe;https://lista.mercadolivre.com.br/banheira-com-suporte-bebe#trend;2022-08-26;Brasil;Bebés;Artículos de Bebés para Baño;;;2022-08-22;banheira com suporte bebe;;;;;
bañera bebe;https://listado.mercadolibre.cl/bañera-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera bebe;;;;;
adaptador fijo wc 110;https://listado.mercadolibre.cl/adaptador-fijo-wc-110#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;adaptador fijo wc 110;;;;;
adaptador wc;https://listado.mercadolibre.cl/adaptador-wc#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;adaptador wc;;;;;
simonds;https://listado.mercadolibre.cl/simonds#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;simonds;;;;;
adaptador wc 110;https://listado.mercadolibre.cl/adaptador-wc-110#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;adaptador wc 110;;;;;
tina bebe;https://listado.mercadolibre.cl/tina-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tina bebe;;;;;
pack simonds;https://listado.mercadolibre.cl/pack-simonds#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pack simonds;;;;;
pack simonds bebe;https://listado.mercadolibre.cl/pack-simonds-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pack simonds bebe;;;;;
bañera plegable bebe;https://listado.mercadolibre.cl/bañera-plegable-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera plegable bebe;;;;;
bañera;https://listado.mercadolibre.cl/bañera#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera;;;;;
pelela niño;https://listado.mercadolibre.cl/pelela-niño#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pelela niño;;;;;
pelela;https://listado.mercadolibre.cl/pelela#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pelela;;;;;
pelela niña;https://listado.mercadolibre.cl/pelela-niña#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;pelela niña;;;;;
bañeras plegables;https://listado.mercadolibre.cl/bañeras-plegables#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras plegables;;;;;
bañeras bebe;https://listado.mercadolibre.cl/bañeras-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras bebe;;;;;
bañera para bebe;https://listado.mercadolibre.cl/bañera-para-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera para bebe;;;;;
weleda;https://listado.mercadolibre.cl/weleda#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;weleda;;;;;
bacinicas infantiles;https://listado.mercadolibre.cl/bacinicas-infantiles#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bacinicas infantiles;;;;;
urinario infantil;https://listado.mercadolibre.cl/urinario-infantil#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;urinario infantil;;;;;
toalla bebe;https://listado.mercadolibre.cl/toalla-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;toalla bebe;;;;;
bañera de bebe;https://listado.mercadolibre.cl/bañera-de-bebe#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera de bebe;;;;;
bañera plegable;https://listado.mercadolibre.cl/bañera-plegable#trend;2022-08-26;Chile;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera plegable;;;;;
vasenilla tipo inodoro para niñas;https://listado.mercadolibre.com.co/vasenilla-tipo-inodoro-para-niñas#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;vasenilla tipo inodoro para niñas;;;;;
vasenilla;https://listado.mercadolibre.com.co/vasenilla#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;vasenilla;;;;;
biogaia;https://listado.mercadolibre.com.co/biogaia#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;biogaia;;;;;
protector baño bebe;https://listado.mercadolibre.com.co/protector-baño-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;protector baño bebe;;;;;
bañera bebe;https://listado.mercadolibre.com.co/bañera-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera bebe;;;;;
inodoro infantil;https://listado.mercadolibre.com.co/inodoro-infantil#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;inodoro infantil;;;;;
tinas bebe;https://listado.mercadolibre.com.co/tinas-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tinas bebe;;;;;
bañeras bebes;https://listado.mercadolibre.com.co/bañeras-bebes#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras bebes;;;;;
tinas;https://listado.mercadolibre.com.co/tinas#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tinas;;;;;
bañera para bebe;https://listado.mercadolibre.com.co/bañera-para-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera para bebe;;;;;
bañera;https://listado.mercadolibre.com.co/bañera#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera;;;;;
tina para bebe;https://listado.mercadolibre.com.co/tina-para-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tina para bebe;;;;;
tina plegable;https://listado.mercadolibre.com.co/tina-plegable#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tina plegable;;;;;
bañera de bebe;https://listado.mercadolibre.com.co/bañera-de-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera de bebe;;;;;
tina;https://listado.mercadolibre.com.co/tina#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tina;;;;;
bañera plegable;https://listado.mercadolibre.com.co/bañera-plegable#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera plegable;;;;;
vacenillas;https://listado.mercadolibre.com.co/vacenillas#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;vacenillas;;;;;
inodoro para niñas;https://listado.mercadolibre.com.co/inodoro-para-niñas#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;inodoro para niñas;;;;;
bañera niña;https://listado.mercadolibre.com.co/bañera-niña#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera niña;;;;;
bañera plegable summer;https://listado.mercadolibre.com.co/bañera-plegable-summer#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera plegable summer;;;;;
vasenilla para bebe;https://listado.mercadolibre.com.co/vasenilla-para-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;vasenilla para bebe;;;;;
bañeras;https://listado.mercadolibre.com.co/bañeras#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras;;;;;
bañeras para bebe;https://listado.mercadolibre.com.co/bañeras-para-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras para bebe;;;;;
micas bebe;https://listado.mercadolibre.com.co/micas-bebe#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;micas bebe;;;;;
bañeras para bebes;https://listado.mercadolibre.com.co/bañeras-para-bebes#trend;2022-08-26;Colombia;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras para bebes;;;;;
bañera bebe;https://listado.mercadolibre.com.mx/bañera-bebe#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera bebe;;;;;
baño entrenador;https://listado.mercadolibre.com.mx/baño-entrenador#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;baño entrenador;;;;;
banquito;https://listado.mercadolibre.com.mx/banquito#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;banquito;;;;;
bañera;https://listado.mercadolibre.com.mx/bañera#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera;;;;;
bañera para bebe;https://listado.mercadolibre.com.mx/bañera-para-bebe#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera para bebe;;;;;
bañito entrenador;https://listado.mercadolibre.com.mx/bañito-entrenador#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañito entrenador;;;;;
tina de baño bebe;https://listado.mercadolibre.com.mx/tina-de-baño-bebe#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tina de baño bebe;;;;;
bañeras bebe;https://listado.mercadolibre.com.mx/bañeras-bebe#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras bebe;;;;;
bañeras para bebe;https://listado.mercadolibre.com.mx/bañeras-para-bebe#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras para bebe;;;;;
baño entrenador infantil;https://listado.mercadolibre.com.mx/baño-entrenador-infantil#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;baño entrenador infantil;;;;;
tinas para bebe;https://listado.mercadolibre.com.mx/tinas-para-bebe#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tinas para bebe;;;;;
bacinicas entrenadoras;https://listado.mercadolibre.com.mx/bacinicas-entrenadoras#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bacinicas entrenadoras;;;;;
bañera prinsel;https://listado.mercadolibre.com.mx/bañera-prinsel#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañera prinsel;;;;;
tina para bebe;https://listado.mercadolibre.com.mx/tina-para-bebe#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tina para bebe;;;;;
tina para bebes;https://listado.mercadolibre.com.mx/tina-para-bebes#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;tina para bebes;;;;;
bañeras;https://listado.mercadolibre.com.mx/bañeras#trend;2022-08-26;Mexico;Bebés;Artículos de Bebés para Baño;;;2022-08-22;bañeras;;;;;
porta chupete;https://listado.mercadolibre.com.ar/porta-chupete#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;porta chupete;;;;;
chupetes avent;https://listado.mercadolibre.com.ar/chupetes-avent#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupetes avent;;;;;
menta;https://listado.mercadolibre.com.ar/menta#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;menta;;;;;
mordillos bebe;https://listado.mercadolibre.com.ar/mordillos-bebe#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;mordillos bebe;;;;;
chupete;https://listado.mercadolibre.com.ar/chupete#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete;;;;;
porta chupetes;https://listado.mercadolibre.com.ar/porta-chupetes#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;porta chupetes;;;;;
chupetes;https://listado.mercadolibre.com.ar/chupetes#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupetes;;;;;
chupete bibs;https://listado.mercadolibre.com.ar/chupete-bibs#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete bibs;;;;;
chupete fruta;https://listado.mercadolibre.com.ar/chupete-fruta#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete fruta;;;;;
chupete avent;https://listado.mercadolibre.com.ar/chupete-avent#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete avent;;;;;
chupetes bibs;https://listado.mercadolibre.com.ar/chupetes-bibs#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupetes bibs;;;;;
chupete para frutas;https://listado.mercadolibre.com.ar/chupete-para-frutas#trend;2022-08-26;Argentina;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete para frutas;;;;;
prendedor chupetas;https://lista.mercadolivre.com.br/prendedor-chupetas#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;prendedor chupetas;;;;;
chupeta;https://lista.mercadolivre.com.br/chupeta#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;chupeta;;;;;
chupetas;https://lista.mercadolivre.com.br/chupetas#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;chupetas;;;;;
chupeta avent;https://lista.mercadolivre.com.br/chupeta-avent#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;chupeta avent;;;;;
chupeta personalizada;https://lista.mercadolivre.com.br/chupeta-personalizada#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;chupeta personalizada;;;;;
chupeta mam;https://lista.mercadolivre.com.br/chupeta-mam#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;chupeta mam;;;;;
chupetas avent;https://lista.mercadolivre.com.br/chupetas-avent#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;chupetas avent;;;;;
prendedor de chupetas;https://lista.mercadolivre.com.br/prendedor-de-chupetas#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;prendedor de chupetas;;;;;
chupeta nuk;https://lista.mercadolivre.com.br/chupeta-nuk#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;chupeta nuk;;;;;
prendedor de chupeta;https://lista.mercadolivre.com.br/prendedor-de-chupeta#trend;2022-08-26;Brasil;Bebés;Chupetes y Mordillos;;;2022-08-22;prendedor de chupeta;;;;;
chupete;https://listado.mercadolibre.cl/chupete#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete;;;;;
mordedores bebe;https://listado.mercadolibre.cl/mordedores-bebe#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;mordedores bebe;;;;;
mordedor;https://listado.mercadolibre.cl/mordedor#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;mordedor;;;;;
chupete kiko;https://listado.mercadolibre.cl/chupete-kiko#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete kiko;;;;;
mordedor nylabond;https://listado.mercadolibre.cl/mordedor-nylabond#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;mordedor nylabond;;;;;
mordedor y cepillo de dientes mam para bebe;https://listado.mercadolibre.cl/mordedor-y-cepillo-de-dientes-mam-para-bebe#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;mordedor y cepillo de dientes mam para bebe;;;;;
porta chupete;https://listado.mercadolibre.cl/porta-chupete#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;porta chupete;;;;;
chupete para fruta;https://listado.mercadolibre.cl/chupete-para-fruta#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete para fruta;;;;;
chupetes;https://listado.mercadolibre.cl/chupetes#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupetes;;;;;
chupete mam;https://listado.mercadolibre.cl/chupete-mam#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete mam;;;;;
mordedor bebe;https://listado.mercadolibre.cl/mordedor-bebe#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;mordedor bebe;;;;;
chupete bibs;https://listado.mercadolibre.cl/chupete-bibs#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete bibs;;;;;
chupete marinov;https://listado.mercadolibre.cl/chupete-marinov#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete marinov;;;;;
chupete bebe;https://listado.mercadolibre.cl/chupete-bebe#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete bebe;;;;;
chupetes mam;https://listado.mercadolibre.cl/chupetes-mam#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupetes mam;;;;;
chupete dr marinov;https://listado.mercadolibre.cl/chupete-dr-marinov#trend;2022-08-26;Chile;Bebés;Chupetes y Mordillos;;;2022-08-22;chupete dr marinov;;;;;
chupas para golpes;https://listado.mercadolibre.com.co/chupas-para-golpes#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;chupas para golpes;;;;;
clips mam;https://listado.mercadolibre.com.co/clips-mam#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;clips mam;;;;;
mam pacifiers 12 meses;https://listado.mercadolibre.com.co/mam-pacifiers-12-meses#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;mam pacifiers 12 meses;;;;;
mam pacifiers 12 months;https://listado.mercadolibre.com.co/mam-pacifiers-12-months#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;mam pacifiers 12 months;;;;;
mam pacifiers;https://listado.mercadolibre.com.co/mam-pacifiers#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;mam pacifiers;;;;;
aguacate juguete bebe;https://listado.mercadolibre.com.co/aguacate-juguete-bebe#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;aguacate juguete bebe;;;;;
clip para chupo universal;https://listado.mercadolibre.com.co/clip-para-chupo-universal#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;clip para chupo universal;;;;;
frutas bebe;https://listado.mercadolibre.com.co/frutas-bebe#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;frutas bebe;;;;;
animete;https://listado.mercadolibre.com.co/animete#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;animete;;;;;
fruta bebe;https://listado.mercadolibre.com.co/fruta-bebe#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;fruta bebe;;;;;
sujeta chupos;https://listado.mercadolibre.com.co/sujeta-chupos#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;sujeta chupos;;;;;
sujeta chup;https://listado.mercadolibre.com.co/sujeta-chup#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;sujeta chup;;;;;
chupas ventosas;https://listado.mercadolibre.com.co/chupas-ventosas#trend;2022-08-26;Colombia;Bebés;Chupetes y Mordillos;;;2022-08-22;chupas ventosas;;;;;
cupones;https://listado.mercadolibre.com.mx/cupones#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;cupones;;;;;
cupon;https://listado.mercadolibre.com.mx/cupon#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;cupon;;;;;
chupones;https://listado.mercadolibre.com.mx/chupones#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;chupones;;;;;
chupon;https://listado.mercadolibre.com.mx/chupon#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;chupon;;;;;
chupones para bebe;https://listado.mercadolibre.com.mx/chupones-para-bebe#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;chupones para bebe;;;;;
mordederas bebe;https://listado.mercadolibre.com.mx/mordederas-bebe#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;mordederas bebe;;;;;
chupones avent;https://listado.mercadolibre.com.mx/chupones-avent#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;chupones avent;;;;;
chupon para frutas;https://listado.mercadolibre.com.mx/chupon-para-frutas#trend;2022-08-26;Mexico;Bebés;Chupetes y Mordillos;;;2022-08-22;chupon para frutas;;;;;
nutrilon 1;https://listado.mercadolibre.com.ar/nutrilon-1#trend;2022-08-26;Argentina;Bebés;Comida para Bebés;;;2022-08-22;nutrilon 1;;;;;
nutrilon 2;https://listado.mercadolibre.com.ar/nutrilon-2#trend;2022-08-26;Argentina;Bebés;Comida para Bebés;;;2022-08-22;nutrilon 2;;;;;
sancor bebe 2;https://listado.mercadolibre.com.ar/sancor-bebe-2#trend;2022-08-26;Argentina;Bebés;Comida para Bebés;;;2022-08-22;sancor bebe 2;;;;;
nutrilon 3;https://listado.mercadolibre.com.ar/nutrilon-3#trend;2022-08-26;Argentina;Bebés;Comida para Bebés;;;2022-08-22;nutrilon 3;;;;;
sancor bebe 3;https://listado.mercadolibre.com.ar/sancor-bebe-3#trend;2022-08-26;Argentina;Bebés;Comida para Bebés;;;2022-08-22;sancor bebe 3;;;;;
nutrilon 4;https://listado.mercadolibre.com.ar/nutrilon-4#trend;2022-08-26;Argentina;Bebés;Comida para Bebés;;;2022-08-22;nutrilon 4;;;;;
sancor bebe 1;https://listado.mercadolibre.com.ar/sancor-bebe-1#trend;2022-08-26;Argentina;Bebés;Comida para Bebés;;;2022-08-22;sancor bebe 1;;;;;
leite ninho;https://lista.mercadolivre.com.br/leite-ninho#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;leite ninho;;;;;
neocate lcp;https://lista.mercadolivre.com.br/neocate-lcp#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;neocate lcp;;;;;
leite nan 2;https://lista.mercadolivre.com.br/leite-nan-2#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;leite nan 2;;;;;
leite nan;https://lista.mercadolivre.com.br/leite-nan#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;leite nan;;;;;
aptamil 1;https://lista.mercadolivre.com.br/aptamil-1#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;aptamil 1;;;;;
leite ninho fases;https://lista.mercadolivre.com.br/leite-ninho-fases#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;leite ninho fases;;;;;
nestogeno 1;https://lista.mercadolivre.com.br/nestogeno-1#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;nestogeno 1;;;;;
sustagem kids;https://lista.mercadolivre.com.br/sustagem-kids#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;sustagem kids;;;;;
aptamil 2;https://lista.mercadolivre.com.br/aptamil-2#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;aptamil 2;;;;;
aptamil profutura 1;https://lista.mercadolivre.com.br/aptamil-profutura-1#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;aptamil profutura 1;;;;;
leite aptamil 1;https://lista.mercadolivre.com.br/leite-aptamil-1#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;leite aptamil 1;;;;;
nestogeno 2;https://lista.mercadolivre.com.br/nestogeno-2#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;nestogeno 2;;;;;
pregomin pepti;https://lista.mercadolivre.com.br/pregomin-pepti#trend;2022-08-26;Brasil;Bebés;Comida para Bebés;;;2022-08-22;pregomin pepti;;;;;
formula 1;https://listado.mercadolibre.cl/formula-1#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;formula 1;;;;;
althera;https://listado.mercadolibre.cl/althera#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;althera;;;;;
similac total comfort;https://listado.mercadolibre.cl/similac-total-comfort#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;similac total comfort;;;;;
nan ha;https://listado.mercadolibre.cl/nan-ha#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;nan ha;;;;;
nan optipro 1;https://listado.mercadolibre.cl/nan-optipro-1#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;nan optipro 1;;;;;
nan 3;https://listado.mercadolibre.cl/nan-3#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;nan 3;;;;;
nan supreme 3;https://listado.mercadolibre.cl/nan-supreme-3#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;nan supreme 3;;;;;
nan supreme pro 3;https://listado.mercadolibre.cl/nan-supreme-pro-3#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;nan supreme pro 3;;;;;
nan 3 optipro;https://listado.mercadolibre.cl/nan-3-optipro#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;nan 3 optipro;;;;;
similac 1;https://listado.mercadolibre.cl/similac-1#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;similac 1;;;;;
neocate;https://listado.mercadolibre.cl/neocate#trend;2022-08-26;Chile;Bebés;Comida para Bebés;;;2022-08-22;neocate;;;;;
